"","AMMaxT","AMMinT","MAT","AP","AtHRT","AtInfBOD","AtInfCOD","AtInfNH4.N","AtInfTN","AtInfTP","DC","Denitri","DO","EffBOD","EffCOD","EffNH4.N","EffTN","EffTP","F.M","HRT","IndConInf","IndPer","InfBOD","InfCOD","InfNH4.N","InfR","InfTN","InfTP","Lat","Lon","MIT","MLSS","MMT","NH4.N","Nitri","NO3.N","pH","Pop","ReInfBOD","ReInfCOD","SMP","SMT","SRT","SVI","Vol"
"SGKJ1A",85.3874538745387,106.387096774194,118.333333333333,99.6359,6.9044,34.7445,33.5058,56.8643,68.2031,36.5563,2.6345,100,11.1816,6.7846,10.0368,2.6971,17.7448,10.5192,6.2105,11.5319,100,6.5,9.5145,22.4565,24.6094,3.3343,27.8781,13.6575,42.1176,79.3527,81.6811,11.3577,100,58.2936,100,35.5566,29.1803,19.0252,63.0188,66.3654,34.5455,138.076923076923,11.4787,59.3206,1.2536
"SGWE1A",85.3874538745387,106.387096774194,118.333333333333,99.6359,13.1108,12.1823,33.5058,56.8643,68.2031,53.2887,5.3588,100,9.0153,17.3623,16.5207,2.6971,55.3472,32.4135,34.3474,11.5319,1,1,24.5464,26.2364,22.3283,6.6035,33.1063,21.7945,42.0313,79.351,81.6811,20.8851,100,4.3702,100,42.717,30.6557,19.0252,63.0188,66.3654,34.5455,138.076923076923,5.9461,78.394,12.413
"SKGW1A",92.6937269372694,44.1129032258064,67,52.7531,11.0979,33.8329,37.8399,37.7714,36.2344,18.4296,1.6537,100,3.058,2.818,2.702,2.6971,17.7448,10.5192,6.2105,11.5319,1,1,12.7732,10.1718,32.1371,1.6217,27.8781,13.6575,74.9908,86.3113,81.6811,25.0676,96.3333333333333,11.1106,100,51.1226,46.8852,82.2217,38.1796,36.5385,57.0455,100,22.5439,69.783,1.2536
"SKNJ1A",19.6309963099631,85.6290322580645,85.3333333333333,53.9821,11.6012,33.8329,37.8399,37.7714,36.2344,18.4296,20.6147,100,11.7232,7.2805,3.8772,2.6971,12.457,2.9038,43.2053,13.6383,1,1,3.239,3.8905,15.5421,22.4641,24.2586,15.0137,75.0417,86.3254,67.065,44.1951,96.3333333333333,11.1106,100,51.1226,49.3197,82.2217,13.3403,9.0913,58.0682,100,17.0113,69.783,10.416
"SKNJ1B",19.6309963099631,85.6290322580645,85.3333333333333,53.9821,11.6012,33.8329,37.8399,37.7714,36.2344,18.4296,20.6147,100,11.7232,7.2805,3.8772,2.6971,12.457,2.9038,43.2053,13.6383,1,1,3.239,3.8905,15.5421,22.4641,24.2586,15.0137,75.0417,86.3254,67.065,44.1951,96.3333333333333,11.1106,100,51.1226,49.3197,82.2217,13.3403,9.0913,58.0682,100,17.0113,69.783,10.416
"SKSN1A",19.6309963099631,85.6290322580645,85.3333333333333,48.5655,11.0979,33.8329,21.644,37.7714,36.2344,18.4296,44.5883,100,11.7232,15.2137,3.7556,9.7686,31.5519,3.8558,61.4421,11.5319,1,1,4.7632,3.4458,27.2327,46.6871,24.2586,16.3699,75.107,86.2581,73.8858,51.8751,96.3333333333333,11.1106,100,51.1226,41.0574,82.2217,25.7202,23.6875,74.8409,100,15.2409,69.783,10.2985
"SKSW1A",96.3468634686347,40.9193548387097,63.3333333333333,51.069,11.9366,33.8329,21.644,37.7714,36.2344,18.4296,12.3329,100,11.7232,50.4174,3.472,2.6971,12.457,2.9038,42.6842,13.6383,1,1,3.8907,5.6693,11.0369,14.5009,24.2586,14.5616,74.7744,86.3171,67.065,58.6004,96.3333333333333,11.1106,100,51.1226,43.8607,82.2217,13.3403,9.0913,55.4091,100,11.4787,69.783,6.2882
"TWKS1A",78.0811808118081,101.596774193548,114.666666666667,70.5048,14.2514,3.674,2.1406,36.3571,1,19.1268,2.6345,1,1.9748,6.6194,10.4421,29.2857,17.7448,10.5192,13.5053,18.3777,1,1,2.5768,2.8899,26.8906,1.9607,10.5179,14.1096,61.5568,84.2955,85.5787,16.8168,107.333333333333,4.3702,1,42.717,30.6557,10.2173,6.1583,4.3317,74.4318,100,14.245,78.394,2.0485
"TWKS1B",78.0811808118081,101.596774193548,114.666666666667,70.5048,14.2514,3.674,2.1406,36.3571,1,19.1268,2.6345,1,1.9748,6.6194,10.4421,29.2857,17.7448,10.5192,13.5053,18.3777,1,1,2.5768,2.8899,26.8906,1.9607,10.5179,14.1096,61.5568,84.2955,85.5787,16.8168,107.333333333333,4.3702,1,42.717,30.6557,10.2173,6.1583,4.3317,74.4318,100,14.245,78.394,2.0485
"TWKS1C",78.0811808118081,101.596774193548,114.666666666667,70.5048,14.2514,3.674,2.1406,36.3571,1,19.1268,2.6345,1,1.9748,6.6194,10.4421,29.2857,17.7448,10.5192,13.5053,18.3777,1,1,2.5768,2.8899,26.8906,1.9607,10.5179,14.1096,61.5568,84.2955,85.5787,16.8168,107.333333333333,4.3702,1,42.717,30.6557,10.2173,6.1583,4.3317,74.4318,100,14.245,78.394,2.0485
"TWKS2A",78.0811808118081,101.596774193548,114.666666666667,70.5048,26.1945,2.5345,1,17.9714,1,19.1268,1.3268,1,14.4311,17.3623,11.0094,2.6971,28.6142,15.2788,1,24.1702,1,1,1,2.3341,12.0634,1.0816,10.5179,14.1096,61.5166,84.3443,81.6811,42.7629,107.333333333333,8.583,1,13.4528,42.459,10.2173,1,1,74.4318,100,14.7983,6.9735,2.5623
"TWKS2B",78.0811808118081,101.596774193548,114.666666666667,70.5048,26.1945,2.5345,1,17.9714,1,19.1268,1.3268,1,14.4311,17.3623,11.0094,2.6971,28.6142,15.2788,1,24.1702,1,1,1,2.3341,12.0634,1.0816,10.5179,14.1096,61.5166,84.3443,81.6811,42.7629,107.333333333333,8.583,1,13.4528,42.459,10.2173,1,1,74.4318,100,14.7983,6.9735,2.5623
"TWKS2C",78.0811808118081,101.596774193548,114.666666666667,70.5048,26.1945,2.5345,1,17.9714,1,19.1268,1.3268,1,14.4311,17.3623,11.0094,2.6971,28.6142,15.2788,1,24.1702,1,1,1,2.3341,12.0634,1.0816,10.5179,14.1096,61.5166,84.3443,81.6811,42.7629,107.333333333333,8.583,1,13.4528,42.459,10.2173,1,1,74.4318,100,14.7983,6.9735,2.5623
"TWTN1A",81.7343173431734,98.4032258064516,111,74.3738,9.8231,6.6291,8.6531,36.64,31.0781,22.6127,3.8767,1,10.0443,13.5609,11.0094,1,17.7448,3.8558,9.3368,13.3013,1,1,6.6659,6.0584,27.1187,4.2959,22.2478,16.3699,61.7883,84.2676,77.0039,37.5736,107.333333333333,3.7383,1,50.1887,51.3115,7.234,22.8633,15.9135,80.1591,77.1538461538462,8.1592,64.0715,6.4491
"TWTN1B",81.7343173431734,98.4032258064516,111,74.3738,9.8231,6.6291,8.6531,36.64,31.0781,22.6127,3.8767,1,10.0443,13.5609,11.0094,1,17.7448,3.8558,9.3368,13.3013,1,1,6.6659,6.0584,27.1187,4.2959,22.2478,16.3699,61.7883,84.2676,77.0039,37.5736,107.333333333333,3.7383,1,50.1887,51.3115,7.234,22.8633,15.9135,80.1591,77.1538461538462,8.1592,64.0715,6.4491
"TWTN1C",81.7343173431734,98.4032258064516,111,74.3738,9.8231,6.6291,8.6531,36.64,31.0781,22.6127,3.8767,1,10.0443,13.5609,11.0094,1,17.7448,3.8558,9.3368,13.3013,1,1,6.6659,6.0584,27.1187,4.2959,22.2478,16.3699,61.7883,84.2676,77.0039,37.5736,107.333333333333,3.7383,1,50.1887,51.3115,7.234,22.8633,15.9135,80.1591,77.1538461538462,8.1592,64.0715,6.4491
"TWTN2A",81.7343173431734,98.4032258064516,111,74.3738,31.5622,3.674,1,19.5271,36.2344,15.6408,1.0544,1,36.0941,5.793,12.4683,2.6971,28.6142,15.2788,72.9053,24.1702,1,1,2.5768,2.3341,32.1371,1.0116,24.2586,11.8493,61.974,84.3078,73.8858,32.3844,107.333333333333,11.3213,1,62.0189,45.4098,7.234,5.1663,2.5865,80.1591,54.3076923076923,22.5439,70.3594,1.1387
"TWTN2B",81.7343173431734,98.4032258064516,111,74.3738,31.5622,3.674,1,19.5271,36.2344,15.6408,1.0544,1,36.0941,5.793,12.4683,2.6971,28.6142,15.2788,72.9053,24.1702,1,1,2.5768,2.3341,32.1371,1.0116,24.2586,11.8493,61.974,84.3078,73.8858,32.3844,107.333333333333,11.3213,1,62.0189,45.4098,7.234,5.1663,2.5865,80.1591,54.3076923076923,22.5439,70.3594,1.1387
"TWTN2C",81.7343173431734,98.4032258064516,111,74.3738,31.5622,3.674,1,19.5271,36.2344,15.6408,1.0544,1,36.0941,5.793,12.4683,2.6971,28.6142,15.2788,72.9053,24.1702,1,1,2.5768,2.3341,32.1371,1.0116,24.2586,11.8493,61.974,84.3078,73.8858,32.3844,107.333333333333,11.3213,1,62.0189,45.4098,7.234,5.1663,2.5865,80.1591,54.3076923076923,22.5439,70.3594,1.1387
"UKHD1A",37.8966789667897,69.6612903225807,56,20.8455,3.3819,34.7445,62.932,60.8243,31.0781,14.9437,1.8662,1,13.6187,6.7846,51.7765,78.5029,17.7448,10.5192,39.0368,18.9043,100,12.55,9.5145,32.5177,46.6221,8.9093,19.9689,17.274,90.9994,47.8458,32.9606,12.2502,56,15.9553,1,38.9811,40.9836,5.874,45.8377,52.8798,15.1136,77.1538461538462,22.5439,12.2484,5.7474
"UKML1A",56.1623616236162,69.6612903225807,63.3333333333333,19.6621,21.1623,33.8329,29.7419,37.7714,36.2344,18.4296,1.1045,50.5,16.0558,36.3689,39.8219,2.6971,28.6142,15.2788,15.5895,26.2766,100,10.9,9.0941,10.8389,26.0922,5.9069,27.8781,14.5616,87.9213,48.1395,28.6732,31.0871,37.6666666666667,23.3277,100,22.1698,51.3115,49.2135,31.9499,22.4183,22.7841,130.461538461538,22.5439,5.4889,5.8936
"UKSL1A",56.1623616236162,71.258064516129,63.3333333333333,19.6621,21.1623,33.8329,29.7419,37.7714,36.2344,18.4296,1.1045,50.5,16.0558,36.3689,39.8219,2.6971,28.6142,15.2788,15.5895,26.2766,100,10.9,9.0941,10.8389,26.0922,5.9069,27.8781,14.5616,87.8223,48.1104,28.6732,31.0871,37.6666666666667,23.3277,100,22.1698,51.3115,49.2135,31.9499,22.4183,22.7841,130.461538461538,22.5439,5.4889,5.8936
"UKTM1A",37.8966789667897,69.6612903225807,56,22.7572,21.1623,34.7445,47.7627,70.3,36.2344,9.3662,1.3743,1,6.9032,5.793,51.3713,7.2229,28.6142,15.2788,6.2105,26.2766,1,1,7.7275,25.1246,54.2638,1.2638,27.8781,13.6575,90.7482,47.8058,26.3346,12.2502,56,8.583,100,13.4528,24.6066,5.874,18.578,18.4519,11.0227,54.3076923076923,22.5439,6.9735,1.5789
"USAG1A",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,2.1314,48.2656,26.7958,4.8032,100,23.1504,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG1B",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,2.1314,48.2656,26.7958,4.8032,100,6.5241,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG1C",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,2.1314,48.2656,26.7958,4.8032,100,6.1991,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG2A",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,1.1414,48.2656,26.7958,4.8032,100,29.1078,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG2B",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,1.1414,48.2656,26.7958,4.8032,100,7.7697,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG2C",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,1.1414,48.2656,26.7958,4.8032,100,3.5996,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG3A",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,1.7071,48.2656,26.7958,4.8032,100,18.547,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG3B",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,1.7071,48.2656,26.7958,4.8032,100,9.4486,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG3C",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,1.7071,48.2656,26.7958,4.8032,100,3.5996,5.479,4.7687,1.8486,17.7448,10.5192,11.4211,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,32.3844,92.6666666666667,5.0021,100,43.3396,30.3607,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG4A",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,2.1314,48.2656,26.7958,4.8032,100,31.6532,5.479,4.7687,1.8486,17.7448,10.5192,10.3789,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,33.3185,92.6666666666667,5.0021,100,43.3396,29.7705,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG4B",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,2.1314,48.2656,26.7958,4.8032,100,10.5859,5.479,4.7687,1.8486,17.7448,10.5192,10.3789,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,33.3185,92.6666666666667,5.0021,100,43.3396,29.7705,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAG4C",78.0811808118081,60.0806451612903,81.6666666666667,43.6952,6.0657,15.8287,17.6521,2.1314,48.2656,26.7958,4.8032,100,4.087,5.479,4.7687,1.8486,17.7448,10.5192,10.3789,11.5319,100,6.5,23.6003,6.781,22.5565,4.743,27.61,16.3699,71.2922,22.7485,58.2953,33.3185,92.6666666666667,5.0021,100,43.3396,29.7705,3.0719,50.2421,12.2644,15.9318,39.0769230769231,18.1178,12.458,17.7333
"USAK1A",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,96.209,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,14.252,26.2196,26.6666666666667,58.2936,100,35.5566,38.0328,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,59.3206,1.4412
"USAK1B",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,98.9168,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.8878,26.2196,26.6666666666667,15.9553,100,44.5849,38.0328,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAK1C",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,87.0022,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.8878,26.2196,26.6666666666667,15.9553,100,44.5849,38.0328,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAK1D",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,33.8329,17.6521,19.3857,76.625,17.7324,1.6599,1,58.2987,55.3756,14.4945,42.2971,17.7448,10.5192,80.2,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,13.8622,25.9913,26.6666666666667,58.2936,100,35.5566,38.0328,1.3288,55.6782,52.0865,7.5455,77.1538461538462,24.7569,59.3206,1.4412
"USAK2A",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,85.3775,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,11.5236,26.2196,26.6666666666667,58.2936,100,35.5566,39.5082,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,59.3206,1.4412
"USAK2B",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,99.4584,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.8878,26.2196,26.6666666666667,15.9553,100,44.5849,39.5082,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAK2C",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,82.128,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.8878,26.2196,26.6666666666667,15.9553,100,44.5849,39.5082,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAK2D",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,33.8329,17.6521,19.3857,76.625,17.7324,1.6599,1,55.5908,55.3756,14.4945,42.2971,17.7448,10.5192,79.1579,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.6929,26.448,26.6666666666667,58.2936,100,35.5566,39.5082,1.3288,55.6782,52.0865,7.5455,77.1538461538462,24.7569,59.3206,1.4412
"USAK3A",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,100,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.8878,26.2196,26.6666666666667,15.9553,100,44.5849,38.0328,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAK3B",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,99.4584,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.8878,26.2196,26.6666666666667,15.9553,100,44.5849,38.0328,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAK3C",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,87.5438,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,12.8878,26.2196,26.6666666666667,15.9553,100,44.5849,38.0328,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAK3D",56.1623616236162,10.5806451612903,19.3333333333333,6.0524,4.3883,34.7445,17.6521,19.3857,76.625,17.7324,1.6599,1,65.8807,55.3756,14.4945,42.2971,17.7448,10.5192,79.6789,24.1702,100,6.5,23.0748,12.6732,23.0127,1.696,27.8781,13.6575,100,4.0367,13.2776,26.2196,26.6666666666667,15.9553,100,44.5849,38.0328,1.3288,55.6782,44.1538,7.5455,77.1538461538462,24.7569,57.4342,1.4412
"USAT01A",74.4280442804428,55.2903225806452,78,57.8966,29.5493,10.2072,33.5058,22.9921,10.4531,36.5563,1.0412,100,5.1701,2.4875,14.4945,1.2829,28.6142,1.9519,4.1263,33.6489,1,1,7.0968,12.6732,18.9067,1.0168,27.8781,16.3699,72.1044,51.4534,63.3622,71.4074,89,4.7915,100,1,43.4918,19.4333,7.8645,66.3654,22.8864,138.076923076923,22.5439,80.4725,1.0197
"USAT01B",74.4280442804428,55.2903225806452,78,57.8966,29.5493,10.2072,33.5058,22.9921,10.4531,36.5563,1.0412,100,6.3074,2.4875,14.4945,1.2829,28.6142,1.9519,4.1263,33.6489,1,1,7.0968,12.6732,18.9067,1.0168,27.8781,16.3699,72.1044,51.4534,63.3622,71.4074,89,4.7915,100,1,43.4918,19.4333,7.8645,66.3654,22.8864,138.076923076923,22.5439,80.4725,1.0197
"USAT01C",74.4280442804428,55.2903225806452,78,57.8966,29.5493,10.2072,33.5058,22.9921,10.4531,36.5563,1.0412,100,6.3074,2.4875,14.4945,1.2829,28.6142,1.9519,4.1263,33.6489,1,1,7.0968,12.6732,18.9067,1.0168,27.8781,16.3699,72.1044,51.4534,63.3622,71.4074,89,4.7915,100,1,43.4918,19.4333,7.8645,66.3654,22.8864,138.076923076923,22.5439,80.4725,1.0197
"USAT02A",74.4280442804428,55.2903225806452,78,54.4372,39.6137,32.9213,51.1843,22.9921,10.4531,36.5563,1.0816,1,3.058,5.793,14.4945,3.2629,28.6142,1.9519,20.8,24.1702,1,1,21.498,12.6732,39.4366,1.0499,27.8781,34.4521,71.9232,51.4534,61.4134,17.5017,92.6666666666667,4.7915,100,1,41.8689,19.4333,20.2842,66.3654,21.6591,138.076923076923,23.6504,80.4725,1.157
"USAT02B",74.4280442804428,55.2903225806452,78,54.4372,39.6137,32.9213,51.1843,22.9921,10.4531,36.5563,1.0816,1,5.7659,5.793,14.4945,3.2629,28.6142,1.9519,20.8,24.1702,1,1,21.498,12.6732,39.4366,1.0499,27.8781,34.4521,71.9232,51.4534,61.4134,17.5017,92.6666666666667,4.7915,100,1,41.8689,19.4333,20.2842,66.3654,21.6591,138.076923076923,23.6504,80.4725,1.157
"USAT02C",74.4280442804428,55.2903225806452,78,54.4372,39.6137,32.9213,51.1843,22.9921,10.4531,36.5563,1.0816,1,7.9322,5.793,14.4945,3.2629,28.6142,1.9519,20.8,24.1702,1,1,21.498,12.6732,39.4366,1.0499,27.8781,34.4521,71.9232,51.4534,61.4134,17.5017,92.6666666666667,4.7915,100,1,41.8689,19.4333,20.2842,66.3654,21.6591,138.076923076923,23.6504,80.4725,1.157
"USAT03A",74.4280442804428,55.2903225806452,78,57.6234,4.5561,30.8702,51.1843,22.9921,10.4531,36.5563,1.0824,100,4.0328,3.4791,14.4945,2.6971,28.6142,15.2788,65.6105,11.5319,1,1,27.1743,12.6732,18.9067,1.0637,27.8781,16.3699,71.9622,51.4534,64.1417,70.7224,92.6666666666667,5.2128,100,88.1698,40.2459,19.4333,18.3796,66.3654,22.4773,138.076923076923,17.0113,20.1607,1
"USAT03B",74.4280442804428,55.2903225806452,78,57.6234,4.5561,30.8702,51.1843,22.9921,10.4531,36.5563,1.0824,100,6.3616,3.4791,14.4945,2.6971,28.6142,15.2788,65.6105,11.5319,1,1,27.1743,12.6732,18.9067,1.0637,27.8781,16.3699,71.9622,51.4534,64.1417,70.7224,92.6666666666667,5.2128,100,88.1698,40.2459,19.4333,18.3796,66.3654,22.4773,138.076923076923,17.0113,20.1607,1
"USAT03C",74.4280442804428,55.2903225806452,78,57.6234,4.5561,30.8702,51.1843,22.9921,10.4531,36.5563,1.0824,100,5.4951,3.4791,14.4945,2.6971,28.6142,15.2788,65.6105,11.5319,1,1,27.1743,12.6732,18.9067,1.0637,27.8781,16.3699,71.9622,51.4534,64.1417,70.7224,92.6666666666667,5.2128,100,88.1698,40.2459,19.4333,18.3796,66.3654,22.4773,138.076923076923,17.0113,20.1607,1
"USAT04A",74.4280442804428,55.2903225806452,78,57.6234,26.1945,24.5649,51.1843,22.9921,10.4531,36.5563,1.0102,1,11.2899,8.2721,14.4945,1.8486,28.6142,1.9519,5.1684,37.3351,1,1,15.9267,12.6732,39.7788,1.0429,27.8781,39.4247,71.9622,51.4534,57.126,18.7264,92.6666666666667,10.2681,100,61.7075,31.9836,19.4333,20.2842,66.3654,22.4773,138.076923076923,33.609,70.9532,1.5466
"USAT04B",74.4280442804428,55.2903225806452,78,57.6234,26.1945,24.5649,51.1843,22.9921,10.4531,36.5563,1.0102,1,12.4272,8.2721,14.4945,1.8486,28.6142,1.9519,5.1684,37.3351,1,1,15.9267,12.6732,39.7788,1.0429,27.8781,39.4247,71.9622,51.4534,57.126,18.7264,92.6666666666667,10.2681,100,61.7075,31.9836,19.4333,20.2842,66.3654,22.4773,138.076923076923,33.609,70.9532,1.5466
"USAT04C",74.4280442804428,55.2903225806452,78,57.6234,26.1945,24.5649,51.1843,22.9921,10.4531,36.5563,1.0102,1,14.1061,8.2721,14.4945,1.8486,28.6142,1.9519,5.1684,37.3351,1,1,15.9267,12.6732,39.7788,1.0429,27.8781,39.4247,71.9622,51.4534,57.126,18.7264,92.6666666666667,10.2681,100,61.7075,31.9836,19.4333,20.2842,66.3654,22.4773,138.076923076923,33.609,70.9532,1.5466
"USAT05A",74.4280442804428,55.2903225806452,78,57.6234,29.5493,17.5,51.1843,22.9921,10.4531,36.5563,1.0412,100,12.2648,4.6361,14.4945,1.8486,28.6142,1.9519,37.4737,38.9149,1,1,20.1315,12.6732,49.7016,1.045,27.8781,15.4658,71.9689,51.4534,55.9567,15.9242,92.6666666666667,4.7915,100,1,40.8361,19.4333,20.2842,66.3654,22.4773,138.076923076923,20.3308,80.4725,1.0635
