"","AMMaxT","AMMinT","MAT","AP","AtHRT","AtInfBOD","AtInfCOD","AtInfNH4.N","AtInfTN","AtInfTP","DC","Denitri","DO","EffBOD","EffCOD","EffNH4.N","EffTN","EffTP","F.M","HRT","IndConInf","IndPer","InfBOD","InfCOD","InfNH4.N","InfR","InfTN","InfTP","Lat","Lon","MIT","MLSS","MMT","NH4.N","Nitri","NO3.N","pH","Pop","ReInfBOD","ReInfCOD","SMP","SMT","SRT","SVI","Vol"
"BRBH2C",78.0811808118081,103.193548387097,118.333333333333,56.4855,6.9044,17.8039,51.1843,44.1357,57.375,25.4014,7.3551,100,19.8468,65.2922,44.8874,42.58,55.3472,32.4135,19.2368,16.7979,100,30.15,27.2795,29.516,34.9885,9.01,33.1063,28.1233,22.6495,35.1498,66.0906,44.33,96.3333333333333,15.9553,100,44.5849,48.3607,19.4315,61.5904,49.5481,35.9773,138.076923076923,7.0526,57.4342,3.9065
"BRBH3A",78.0811808118081,103.193548387097,118.333333333333,56.4855,6.9044,12.7901,31.7949,35.65,46.7188,15.6408,7.3551,100,12.2648,65.2922,44.8874,42.58,55.3472,32.4135,19.2368,16.7979,100,30.15,27.2795,29.516,34.9885,9.01,33.1063,28.1233,22.6495,35.1498,65.311,44.33,96.3333333333333,15.9553,100,44.5849,48.3607,19.4315,61.5904,49.5481,35.9773,138.076923076923,7.0526,57.4342,3.9065
"BRBH3B",78.0811808118081,103.193548387097,118.333333333333,56.4855,6.9044,12.7901,31.7949,35.65,46.7188,15.6408,7.3551,100,8.8528,65.2922,44.8874,42.58,55.3472,32.4135,19.2368,16.7979,100,30.15,27.2795,29.516,34.9885,9.01,33.1063,28.1233,22.6495,35.1498,65.311,44.33,96.3333333333333,15.9553,100,44.5849,48.3607,19.4315,61.5904,49.5481,35.9773,138.076923076923,7.0526,57.4342,3.9065
"BRBH3C",78.0811808118081,103.193548387097,118.333333333333,56.4855,6.9044,12.7901,31.7949,35.65,46.7188,15.6408,7.3551,100,10.0985,65.2922,44.8874,42.58,55.3472,32.4135,19.2368,16.7979,100,30.15,27.2795,29.516,34.9885,9.01,33.1063,28.1233,22.6495,35.1498,65.311,44.33,96.3333333333333,15.9553,100,44.5849,48.3607,19.4315,61.5904,49.5481,35.9773,138.076923076923,7.0526,57.4342,3.9065
"BRBH4A",78.0811808118081,103.193548387097,118.333333333333,56.4855,6.9044,12.1823,33.5058,56.8643,68.2031,53.2887,7.3551,100,12.8063,65.2922,44.8874,42.58,55.3472,32.4135,19.2368,16.7979,100,30.15,27.2795,29.516,34.9885,9.01,33.1063,28.1233,22.6495,35.1498,66.0906,44.33,96.3333333333333,15.9553,100,44.5849,45.4098,19.4315,61.5904,49.5481,35.9773,138.076923076923,7.0526,57.4342,3.9065
"BRBH4B",78.0811808118081,103.193548387097,118.333333333333,56.4855,6.9044,12.1823,33.5058,56.8643,68.2031,53.2887,7.3551,100,5.2243,65.2922,44.8874,42.58,55.3472,32.4135,19.2368,16.7979,100,30.15,27.2795,29.516,34.9885,9.01,33.1063,28.1233,22.6495,35.1498,66.0906,44.33,96.3333333333333,57.6617,100,38.6698,45.4098,19.4315,61.5904,49.5481,35.9773,138.076923076923,7.0526,57.9058,3.9065
"BRBH4C",78.0811808118081,103.193548387097,118.333333333333,56.4855,6.9044,12.1823,33.5058,56.8643,68.2031,53.2887,7.3551,100,2.5706,65.2922,44.8874,42.58,55.3472,32.4135,19.2368,16.7979,100,30.15,27.2795,29.516,34.9885,9.01,33.1063,28.1233,22.6495,35.1498,66.0906,44.33,96.3333333333333,57.6617,100,38.6698,45.4098,19.4315,61.5904,49.5481,35.9773,138.076923076923,7.0526,57.9058,3.9065
"BROS1A",74.4280442804428,107.983870967742,118.333333333333,56.3034,21.1623,2.6865,39.6647,7.6471,74.0469,12.1549,1.8167,1,54.5077,65.5566,100,20.2343,17.7448,10.5192,6.2105,26.2766,100,78,100,100,32.1371,1.3008,27.8781,13.6575,37.2957,36.7275,81.6811,25.0676,92.6666666666667,10.0574,1,55.1698,64.1475,13.8503,41.5523,47.4856,42.7273,138.076923076923,31.396,73.5383,1.2536
"BROS2A",74.4280442804428,107.983870967742,118.333333333333,56.3034,21.1623,2.1547,39.6647,7.6471,74.0469,12.1549,1.8167,1,53.4245,65.5566,100,20.2343,17.7448,10.5192,6.2105,26.2766,100,78,100,100,32.1371,1.3008,27.8781,13.6575,37.2957,36.7275,81.6811,25.0676,92.6666666666667,10.0574,1,55.1698,71.377,13.8503,41.5523,47.4856,42.7273,138.076923076923,31.396,73.5383,1.2536
"BROS2B",74.4280442804428,107.983870967742,118.333333333333,56.3034,21.1623,2.1547,39.6647,7.6471,74.0469,12.1549,1.8167,1,53.4245,65.5566,100,20.2343,17.7448,10.5192,6.2105,26.2766,100,78,100,100,32.1371,1.3008,27.8781,13.6575,37.2957,36.7275,81.6811,25.0676,92.6666666666667,10.0574,1,55.1698,71.377,13.8503,41.5523,47.4856,42.7273,138.076923076923,31.396,73.5383,1.2536
"BROS3A",74.4280442804428,107.983870967742,118.333333333333,56.3034,21.1623,1.8508,39.6647,7.6471,74.0469,12.1549,1.8167,1,34.4694,65.5566,100,20.2343,17.7448,10.5192,6.2105,26.2766,100,78,100,100,32.1371,1.3008,27.8781,13.6575,37.2957,36.7275,81.6811,25.0676,92.6666666666667,10.0574,1,55.1698,73.5902,13.8503,41.5523,47.4856,42.7273,138.076923076923,31.396,73.5383,1.2536
"BROS3B",74.4280442804428,107.983870967742,118.333333333333,56.3034,21.1623,1.8508,39.6647,7.6471,74.0469,12.1549,1.8167,1,34.4694,65.5566,100,20.2343,17.7448,10.5192,6.2105,26.2766,100,78,100,100,32.1371,1.3008,27.8781,13.6575,37.2957,36.7275,81.6811,25.0676,92.6666666666667,10.0574,1,55.1698,73.5902,13.8503,41.5523,47.4856,42.7273,138.076923076923,31.396,73.5383,1.2536
"BRRP1A",81.7343173431734,95.2096774193548,107.333333333333,60.0359,6.0657,33.8329,21.644,37.7714,36.2344,18.4296,3.2294,100,4.2495,21.4942,11.7794,44.56,56.5223,4.8077,6.2105,11.5319,1,1,23.0748,19.566,25.1797,4.0211,21.2424,19.5342,21.5554,33.9745,72.7165,25.0676,89,11.1106,100,51.1226,42.459,69.7635,49.1311,30.8269,33.3182,100,22.5439,69.783,1.2536
"BRRP2B",81.7343173431734,95.2096774193548,107.333333333333,60.0359,6.0657,33.8329,21.644,37.7714,36.2344,18.4296,3.2294,100,4.3578,21.4942,11.7794,44.56,56.5223,4.8077,6.2105,11.5319,1,1,23.0748,19.566,25.1797,4.0211,21.2424,19.5342,21.5554,33.9745,72.7165,25.0676,89,11.1106,100,51.1226,42.459,69.7635,49.1311,30.8269,33.3182,100,22.5439,69.783,1.2536
"BRRP2C",81.7343173431734,95.2096774193548,107.333333333333,60.0359,6.0657,33.8329,21.644,37.7714,36.2344,18.4296,3.2294,100,3.9245,21.4942,11.7794,44.56,56.5223,4.8077,6.2105,11.5319,1,1,23.0748,19.566,25.1797,4.0211,21.2424,19.5342,21.5554,33.9745,72.7165,25.0676,89,11.1106,100,51.1226,42.459,69.7635,49.1311,30.8269,33.3182,100,22.5439,69.783,1.2536
"BRRP3A",81.7343173431734,95.2096774193548,107.333333333333,60.0359,6.0657,33.8329,21.644,37.7714,36.2344,18.4296,3.2294,100,7.1198,21.4942,11.7794,44.56,56.5223,4.8077,6.2105,11.5319,1,1,23.0748,19.566,25.1797,4.0211,21.2424,19.5342,21.5554,33.9745,72.7165,25.0676,89,10.0574,100,55.1698,42.459,69.7635,49.1311,30.8269,33.3182,100,22.5439,73.5383,1.2536
"BRRP4A",81.7343173431734,95.2096774193548,107.333333333333,60.0359,6.0657,33.8329,21.644,37.7714,36.2344,18.4296,3.2294,100,7.4989,21.4942,11.7794,44.56,56.5223,4.8077,6.2105,11.5319,1,1,23.0748,19.566,25.1797,4.0211,21.2424,19.5342,21.5554,33.9745,72.7165,25.0676,89,10.0574,100,55.1698,42.459,69.7635,49.1311,30.8269,33.3182,100,22.5439,73.5383,1.2536
"CAMT10A",56.1623616236162,26.5483870967742,34,40.0538,2.7109,34.7445,43.8848,5.8086,74.0469,1,1.3268,1,11.1816,14.0568,12.4683,7.5057,1.2938,1,6.2105,5.2128,1,1,5.415,13.4514,3.3952,1.2465,6.8314,1,82.8389,26.0501,33.7402,32.3844,59.6666666666667,8.583,1,13.4528,67.541,14.2021,11.277,19.7212,21.6591,138.076923076923,4.8396,6.9735,1.7419
"CAMT10B",56.1623616236162,26.5483870967742,34,40.0538,2.7109,33.8329,43.8848,5.8086,74.0469,1,1.3268,1,10.3693,14.0568,12.4683,7.5057,1.2938,1,6.2105,5.2128,1,1,5.415,13.4514,3.3952,1.2465,6.8314,1,82.8389,26.0501,33.3504,32.3844,59.6666666666667,8.583,1,13.4528,65.3279,14.2021,11.277,19.7212,21.6591,138.076923076923,4.8396,6.9735,1.7419
"CAMT10C",56.1623616236162,26.5483870967742,34,40.0538,2.7109,34.7445,43.8848,5.8086,74.0469,1,1.3268,1,21.3632,14.0568,12.4683,7.5057,1.2938,1,6.2105,5.2128,1,1,5.415,13.4514,3.3952,1.2465,6.8314,1,82.8389,26.0501,33.3504,32.3844,59.6666666666667,8.583,1,13.4528,71.082,14.2021,11.277,19.7212,21.6591,138.076923076923,4.8396,6.9735,1.7419
"CAMT11A",56.1623616236162,26.5483870967742,34,37.0497,21.1623,34.7445,62.4758,10.6171,74.0469,19.1268,1.1307,1,18.547,23.9733,9.6316,2.98,28.6142,5.7596,6.2105,8.3723,1,1,9.8299,18.0095,6.1325,1.0926,27.8781,38.9726,82.9026,25.956,44.6535,32.3844,59.6666666666667,4.7915,100,1,55.1475,14.2021,20.0461,26.5433,20.8409,138.076923076923,9.2657,81.7126,1.178
"CAMT11B",56.1623616236162,26.5483870967742,34,37.0497,21.1623,34.7445,62.4758,10.6171,74.0469,19.1268,1.1307,1,20.2801,23.9733,9.6316,2.98,28.6142,5.7596,6.2105,8.3723,1,1,9.8299,18.0095,6.1325,1.0926,27.8781,38.9726,82.9026,25.956,44.6535,32.3844,59.6666666666667,4.7915,100,1,55.4426,14.2021,20.0461,26.5433,20.8409,138.076923076923,9.2657,81.7126,1.178
"CAMT11C",56.1623616236162,26.5483870967742,34,37.0497,21.1623,34.7445,62.4758,10.6171,74.0469,19.1268,1.1307,1,18.9261,23.9733,9.6316,2.98,28.6142,5.7596,6.2105,8.3723,1,1,9.8299,18.0095,6.1325,1.0926,27.8781,38.9726,82.9026,25.956,44.6535,32.3844,59.6666666666667,4.7915,100,1,59.8689,14.2021,20.0461,26.5433,20.8409,138.076923076923,9.2657,81.7126,1.178
"CAMT1A",67.1217712177122,29.741935483871,41.3333333333333,35.5021,19.4849,34.7445,66.3537,9.3443,74.0469,19.1268,1.1416,1,15.8933,9.0985,6.3897,1.5657,1.2938,5.7596,6.2105,24.1702,100,39.5,29.1716,19.0101,6.3606,1.1597,6.8314,32.1918,82.2767,26.3859,55.5669,32.3844,67,4.7915,100,1,56.918,14.2021,87.1836,43.5192,21.6591,138.076923076923,28.0765,81.7126,1.8137
"CAMT1B",67.1217712177122,29.741935483871,41.3333333333333,35.5021,19.4849,34.7445,66.3537,9.3443,74.0469,19.1268,1.1416,1,21.4716,9.0985,6.3897,1.5657,1.2938,5.7596,6.2105,24.1702,100,39.5,29.1716,19.0101,6.3606,1.1597,6.8314,32.1918,82.2767,26.3859,55.9567,32.3844,67,4.7915,100,1,56.0328,14.2021,87.1836,43.5192,21.6591,138.076923076923,28.0765,81.7126,1.8137
"CAMT1C",67.1217712177122,29.741935483871,41.3333333333333,35.5021,19.4849,34.7445,66.3537,9.3443,74.0469,19.1268,1.1416,1,19.1969,9.0985,6.3897,1.5657,1.2938,5.7596,6.2105,24.1702,100,39.5,29.1716,19.0101,6.3606,1.1597,6.8314,32.1918,82.2767,26.3859,55.9567,32.3844,67,4.7915,100,1,56.4754,14.2021,87.1836,43.5192,21.6591,138.076923076923,28.0765,81.7126,1.8137
"CAMT2A",67.1217712177122,29.741935483871,45,33.4083,2.1574,34.7445,39.6647,7.6471,74.0469,12.1549,1.7627,1,20.2801,4.1402,20.5731,43.4286,17.7448,20.0385,6.2105,3.633,100,3.2,15.7165,14.5632,6.5887,1.425,6.8314,14.1096,82.2163,26.1391,40.7559,24.0298,67,13.8489,1,19.3679,61.9344,14.2021,41.5523,47.4856,20.6364,138.076923076923,17.5645,38.2909,1.2268
"CAMT2B",67.1217712177122,29.741935483871,45,33.4083,2.1574,34.7445,39.6647,7.6471,74.0469,12.1549,1.7627,1,19.576,4.1402,20.5731,43.4286,17.7448,20.0385,6.2105,3.633,100,3.2,15.7165,14.5632,6.5887,1.425,6.8314,14.1096,82.2163,26.1391,41.1457,24.0298,67,13.8489,1,19.3679,56.4754,14.2021,41.5523,47.4856,20.6364,138.076923076923,17.5645,38.2909,1.2268
"CAMT2C",67.1217712177122,29.741935483871,45,33.4083,2.1574,34.7445,39.6647,7.6471,74.0469,12.1549,1.7627,1,18.3304,4.1402,20.5731,43.4286,17.7448,20.0385,6.2105,3.633,100,3.2,15.7165,14.5632,6.5887,1.425,6.8314,14.1096,82.2163,26.1391,41.9252,24.0298,67,13.8489,1,19.3679,54.2623,14.2021,41.5523,47.4856,20.6364,138.076923076923,17.5645,38.2909,1.2268
"CAMT3A",67.1217712177122,31.3387096774194,45,34.9559,24.5171,34.7445,62.2477,9.0614,74.0469,1,2.4165,1,9.7194,9.0985,20.5731,1.8486,17.7448,7.6635,6.2105,24.1702,100,56,18.87,26.0696,20.0472,1.3152,6.8314,15.9178,82.2615,26.2892,51.2795,24.0298,67,5.4234,1,50.5,92.623,14.2021,59.2096,60.9712,21.0455,138.076923076923,6.4994,69.3813,6.6096
"CAMT3B",67.1217712177122,31.3387096774194,45,34.9559,24.5171,33.8329,62.2477,9.0614,74.0469,1,2.4165,1,8.1488,9.0985,20.5731,1.8486,17.7448,7.6635,6.2105,24.1702,100,56,18.87,26.0696,20.0472,1.3152,6.8314,15.9178,82.2615,26.2892,51.6693,25.0676,67,5.4234,1,50.5,81.1148,14.2021,59.2096,60.9712,21.0455,138.076923076923,6.4994,69.3813,6.6096
"CAMT3C",67.1217712177122,31.3387096774194,45,34.9559,24.5171,34.7445,62.2477,9.0614,74.0469,1,2.4165,1,17.3556,9.0985,20.5731,1.8486,17.7448,7.6635,6.2105,24.1702,100,56,18.87,26.0696,20.0472,1.3152,6.8314,15.9178,82.2615,26.2892,52.0591,24.0298,67,10.0574,1,55.1698,76.541,14.2021,59.2096,60.9712,21.0455,138.076923076923,6.4994,73.5383,6.6096
"CAMT4A",67.1217712177122,29.741935483871,41.3333333333333,33.4083,6.0657,34.7445,39.6647,10.3343,74.0469,9.3662,1.6537,1,22.2298,37.1953,76.0909,54.7429,17.7448,29.5577,6.2105,2.0532,100,56,12.2476,19.0101,26.3203,1.3289,6.8314,9.589,82.2449,26.1259,42.7047,24.0298,67,13.8489,1,19.3679,65.918,14.2021,41.5523,47.4856,20.4318,138.076923076923,5.9461,38.2909,2.0062
"CAMT4B",67.1217712177122,29.741935483871,41.3333333333333,33.4083,6.0657,34.7445,39.6647,10.3343,74.0469,9.3662,1.6537,1,23.692,37.1953,76.0909,54.7429,17.7448,29.5577,6.2105,2.0532,100,56,12.2476,19.0101,26.3203,1.3289,6.8314,9.589,82.2449,26.1259,42.7047,24.0298,67,13.8489,1,19.3679,67.2459,14.2021,41.5523,47.4856,20.4318,138.076923076923,5.9461,38.2909,2.0062
"CAMT4C",67.1217712177122,29.741935483871,41.3333333333333,33.4083,6.0657,34.7445,39.6647,10.3343,74.0469,9.3662,1.6537,1,29.3786,37.1953,76.0909,54.7429,17.7448,29.5577,6.2105,2.0532,100,56,12.2476,19.0101,26.3203,1.3289,6.8314,9.589,82.2449,26.1259,42.7047,24.0298,67,13.8489,1,19.3679,70.7869,14.2021,41.5523,47.4856,20.4318,138.076923076923,5.9461,38.2909,2.0062
"CAMT5A",63.4686346863469,29.741935483871,41.3333333333333,37.6414,19.4849,34.7445,71.4862,10.4757,74.0469,17.0352,2.3076,1,13.1854,6.2888,10.0368,1.2829,17.7448,2.9038,6.2105,24.1702,100,45,20.5519,24.4576,4.6498,2.5102,6.8314,14.5616,82.2499,26.5134,57.5157,24.0298,67,10.0574,1,55.1698,64.7377,14.2021,49.8056,43.9952,23.2955,138.076923076923,10.3722,73.5383,5.2835
"CAMT5B",63.4686346863469,29.741935483871,41.3333333333333,37.6414,19.4849,34.7445,71.4862,10.4757,74.0469,17.0352,2.3076,1,21.5257,6.2888,10.0368,1.2829,17.7448,2.9038,6.2105,24.1702,100,45,20.5519,24.4576,4.6498,2.5102,6.8314,14.5616,82.2499,26.5134,58.2953,24.0298,67,10.0574,1,55.1698,65.4754,14.2021,49.8056,43.9952,23.2955,138.076923076923,10.3722,73.5383,5.2835
"CAMT5C",63.4686346863469,29.741935483871,41.3333333333333,37.6414,19.4849,34.7445,71.4862,10.4757,74.0469,17.0352,2.3076,1,25.1543,6.2888,10.0368,1.2829,17.7448,2.9038,6.2105,24.1702,100,45,20.5519,24.4576,4.6498,2.5102,6.8314,14.5616,82.2499,26.5134,58.685,24.0298,67,10.0574,1,55.1698,62.6721,14.2021,49.8056,43.9952,23.2955,138.076923076923,10.3722,73.5383,5.2835
"CAMT6A",67.1217712177122,29.741935483871,41.3333333333333,37.4593,6.0657,34.7445,51.5265,10.3343,74.0469,9.3662,1.6428,1,17.6805,7.4457,10.4421,4.6771,17.7448,6.7115,6.2105,7.5298,100,6.5,13.1937,9.7271,5.4482,1.3152,6.8314,16.8219,82.0702,26.5096,40.3661,24.0298,67,13.8489,100,19.3679,55.8852,14.2021,32.4657,17.8173,23.2955,138.076923076923,29.183,38.2909,1.9361
"CAMT6B",67.1217712177122,29.741935483871,41.3333333333333,37.4593,6.0657,34.7445,51.5265,10.3343,74.0469,9.3662,1.6428,1,17.843,7.4457,10.4421,4.6771,17.7448,6.7115,6.2105,7.5298,100,6.5,13.1937,9.7271,5.4482,1.3152,6.8314,16.8219,82.0702,26.5096,39.9764,24.0298,67,13.8489,100,19.3679,55.5902,14.2021,32.4657,17.8173,23.2955,138.076923076923,29.183,38.2909,1.9361
"CAMT6C",67.1217712177122,29.741935483871,41.3333333333333,37.4593,6.0657,34.7445,51.5265,10.3343,74.0469,9.3662,1.6428,1,17.0306,7.4457,10.4421,4.6771,17.7448,6.7115,6.2105,7.5298,100,6.5,13.1937,9.7271,5.4482,1.3152,6.8314,16.8219,82.0702,26.5096,40.3661,24.0298,67,13.8489,100,19.3679,62.9672,14.2021,32.4657,17.8173,23.2955,138.076923076923,29.183,38.2909,1.9361
"CAMT7A",70.7749077490775,29.741935483871,41.3333333333333,33.2717,7.7431,3.674,29.5138,8.0714,74.0469,12.1549,2.3076,1,15.3518,42.1536,31.9198,2.1314,17.7448,2.9038,6.2105,24.1702,100,12,18.3444,10.3942,2.9389,4.2959,6.8314,9.137,82.1151,26.095,50.8898,25.0676,67,5.4234,1,50.5,99.5574,14.2021,60.7174,27.0192,20.8409,138.076923076923,33.609,69.3813,2.5851
"CAMT7B",70.7749077490775,29.741935483871,41.3333333333333,33.2717,7.7431,3.674,29.5138,8.0714,74.0469,12.1549,2.3076,1,15.7309,42.1536,31.9198,2.1314,17.7448,2.9038,6.2105,24.1702,100,12,18.3444,10.3942,2.9389,4.2959,6.8314,9.137,82.1151,26.095,51.2795,25.0676,67,5.4234,1,50.5,90.4098,14.2021,60.7174,27.0192,20.8409,138.076923076923,33.609,69.3813,2.5851
"CAMT7C",70.7749077490775,29.741935483871,41.3333333333333,33.2717,7.7431,3.674,29.5138,8.0714,74.0469,12.1549,2.3076,1,17.8972,42.1536,31.9198,2.1314,17.7448,2.9038,6.2105,24.1702,100,12,18.3444,10.3942,2.9389,4.2959,6.8314,9.137,82.1151,26.095,51.6693,25.0676,67,10.0574,1,55.1698,84.6557,14.2021,60.7174,27.0192,20.8409,138.076923076923,33.609,73.5383,2.5851
"CAMT8A",67.1217712177122,29.741935483871,41.3333333333333,35.7752,19.4849,34.7445,68.6348,9.2029,74.0469,26.0986,1.3922,1,13.8895,7.4457,6.7949,1.5657,1.2938,2.9038,6.2105,24.1702,100,23,4.1535,11.228,3.2811,1.219,6.8314,9.137,82.1403,26.4414,45.0433,32.3844,67,13.8489,1,19.3679,60.7541,14.2021,8.7772,16.3894,22.2727,138.076923076923,51.3133,38.2909,3.0546
"CAMT8B",67.1217712177122,29.741935483871,41.3333333333333,35.7752,19.4849,34.7445,68.6348,9.2029,74.0469,26.0986,1.3922,1,13.7812,7.4457,6.7949,1.5657,1.2938,2.9038,6.2105,24.1702,100,23,4.1535,11.228,3.2811,1.219,6.8314,9.137,82.1403,26.4414,45.0433,32.3844,67,13.8489,1,19.3679,61.4918,14.2021,8.7772,16.3894,22.2727,138.076923076923,51.3133,38.2909,3.0546
"CAMT8C",67.1217712177122,29.741935483871,41.3333333333333,35.7752,19.4849,34.7445,68.6348,9.2029,74.0469,26.0986,1.3922,1,14.9726,7.4457,6.7949,1.5657,1.2938,2.9038,6.2105,24.1702,100,23,4.1535,11.228,3.2811,1.219,6.8314,9.137,82.1403,26.4414,45.0433,32.3844,67,13.8489,1,19.3679,67.541,14.2021,8.7772,16.3894,22.2727,138.076923076923,51.3133,38.2909,3.0546
"CAMT9A",63.4686346863469,29.741935483871,41.3333333333333,36.1848,6.0657,34.7445,63.5023,7.93,74.0469,17.0352,2.9614,1,12.8063,7.4457,15.305,2.98,17.7448,4.8077,6.2105,3.1064,100,56,28.8562,16.8978,11.4931,2.2355,6.8314,15.4658,82.4575,26.4469,59.4646,24.0298,67,10.0574,100,55.1698,57.2131,14.2021,74.2878,32.8894,21.6591,138.076923076923,5.9461,73.5383,2.2792
"CAMT9B",63.4686346863469,29.741935483871,41.3333333333333,36.1848,6.0657,34.7445,63.5023,7.93,74.0469,17.0352,2.9614,1,15.4601,7.4457,15.305,2.98,17.7448,4.8077,6.2105,3.1064,100,56,28.8562,16.8978,11.4931,2.2355,6.8314,15.4658,82.4575,26.4469,59.4646,24.0298,67,10.0574,100,55.1698,57.6557,14.2021,74.2878,32.8894,21.6591,138.076923076923,5.9461,73.5383,2.2792
"CAMT9C",63.4686346863469,29.741935483871,41.3333333333333,36.1848,6.0657,34.7445,63.5023,7.93,74.0469,17.0352,2.9614,1,21.5799,7.4457,15.305,2.98,17.7448,4.8077,6.2105,3.1064,100,56,28.8562,16.8978,11.4931,2.2355,6.8314,15.4658,82.4575,26.4469,59.8543,24.0298,67,10.0574,100,55.1698,63.8525,14.2021,74.2878,32.8894,21.6591,138.076923076923,5.9461,73.5383,2.2792
"CAON1A",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,9.4205,33.8329,22.4424,34.9429,43.1094,30.2817,2.4035,1,1.704,4.1402,12.4683,1.2829,1,1.9519,67.6947,7.6351,1,1,17.8189,22.5677,22.4424,2.4122,26.9397,20.4384,80.5347,24.259,36.4685,32.7165,63.3333333333333,3.7383,100,50.1887,44.2295,20.8868,49.4485,46.5337,19.2045,100,8.8231,64.0715,1.704
"CAON1B",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,9.4205,33.8329,22.4424,34.9429,43.1094,30.2817,2.4035,1,16.0558,4.1402,12.4683,1.2829,1,1.9519,67.6947,7.6351,1,1,17.8189,22.5677,22.4424,2.4122,26.9397,20.4384,80.5347,24.259,36.4685,32.7165,63.3333333333333,3.7383,100,50.1887,44.2295,20.8868,49.4485,46.5337,19.2045,100,8.8231,64.0715,1.704
"CAON1C",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,9.4205,33.8329,22.4424,34.9429,43.1094,30.2817,2.4035,1,15.4601,4.1402,12.4683,1.2829,1,1.9519,67.6947,7.6351,1,1,17.8189,22.5677,22.4424,2.4122,26.9397,20.4384,80.5347,24.259,36.4685,32.7165,63.3333333333333,3.7383,100,50.1887,44.2295,20.8868,49.4485,46.5337,19.2045,100,8.8231,64.0715,1.704
"CAON2A",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,9.4205,34.7445,22.4424,34.9429,43.1094,30.2817,2.4035,1,2.0832,4.1402,12.4683,1.2829,1,1.9519,26.0105,7.6351,1,1,17.8189,22.5677,22.4424,2.4122,26.9397,20.4384,80.5347,24.259,41.1457,13.8278,67,4.3702,100,42.717,46.5902,20.8868,49.4485,46.5337,19.2045,100,8.8231,78.394,1.704
"CAON2B",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,9.4205,34.7445,22.4424,34.9429,43.1094,30.2817,2.4035,1,14.9726,4.1402,12.4683,1.2829,1,1.9519,26.0105,7.6351,1,1,17.8189,22.5677,22.4424,2.4122,26.9397,20.4384,80.5347,24.259,41.1457,13.8278,67,4.3702,100,42.717,46.5902,20.8868,49.4485,46.5337,19.2045,100,8.8231,78.394,1.704
"CAON2C",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,9.4205,34.7445,22.4424,34.9429,43.1094,30.2817,2.4035,1,14.8102,4.1402,12.4683,1.2829,1,1.9519,26.0105,7.6351,1,1,17.8189,22.5677,22.4424,2.4122,26.9397,20.4384,80.5347,24.259,41.1457,13.8278,67,4.3702,100,42.717,46.5902,20.8868,49.4485,46.5337,19.2045,100,8.8231,78.6036,1.704
"CAON3C",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,9.4205,33.8329,13.318,17.6886,43.1094,30.2817,1.8662,1,10.2068,6.7846,7.6054,1.2829,17.7448,10.5192,61.4421,7.6351,1,1,17.8189,22.5677,22.4424,3.1091,26.9397,20.4384,80.5347,24.259,39.5866,100,70.6666666666667,3.7383,100,50.1887,46.5902,20.8868,8.8168,6.8702,19.2045,100,8.8231,64.0715,2.0652
"CAON4AA",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,1.4697,34.7445,13.318,17.6886,43.1094,30.2817,1.8662,100,1.4333,6.7846,7.6054,1.2829,17.7448,10.5192,72.9053,1,1,1,10.8916,15.119,23.3548,3.1091,26.4035,19.9863,80.5347,24.259,44.6535,18.2282,74.3333333333333,4.3702,1,42.717,39.5082,20.8868,15.9194,15.5962,19.2045,100,2.6266,78.394,2.0652
"CAON4AB",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,1.4697,34.7445,13.318,17.6886,43.1094,30.2817,1.8662,100,10.2609,6.7846,7.6054,1.2829,17.7448,10.5192,72.9053,1,1,1,10.8916,15.119,23.3548,3.1091,26.4035,19.9863,80.5347,24.259,44.6535,18.2282,74.3333333333333,4.3702,1,42.717,48.8033,20.8868,15.9194,15.5962,19.2045,100,2.6266,78.394,2.0652
"CAON4AC",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,1.4697,34.7445,13.318,17.6886,43.1094,30.2817,1.8662,100,10.0985,6.7846,7.6054,1.2829,17.7448,10.5192,72.9053,1,1,1,10.8916,15.119,23.3548,3.1091,26.4035,19.9863,80.5347,24.259,44.6535,18.2282,74.3333333333333,4.3702,1,42.717,50.7213,20.8868,15.9194,15.5962,19.2045,100,2.6266,78.394,2.0652
"CAON4BA",56.1623616236162,34.5322580645161,41.3333333333333,32.5434,1.4697,34.7445,13.318,17.6886,43.1094,30.2817,1.8662,100,9.0153,6.7846,7.6054,1.2829,17.7448,10.5192,61.4421,1,1,1,10.8916,15.119,23.3548,3.1091,26.4035,19.9863,80.5347,24.259,44.6535,22.2966,74.3333333333333,4.3702,1,42.717,49.3934,20.8868,15.9194,15.5962,19.2045,100,2.6266,78.394,2.0652
